id_cliente;nombre;sexo;fecha_nacimiento;distrito;fecha_alta;segmento_programa
C02301;Soledad Llorens Infante;F;19/10/1989;Cusco;2023-02-14;Plata
C02302;Gaspar Blanco Alberto;M;1961-10-07;Los Olivos;21/06/2025;Bronce
C02303;Luís Uría Giralt;M;1987-03-30;La Molina;2024-10-12;Bronce
C02304;Reyna Torrents Peña;F;20/01/1988;Surco;2025-10-15;Bronce
C02305;Alondra Campos;F;1987-03-16;La Molina;30 de May de 2025;Plata
C02306;Lucio Bustamante Carpio;M;11/10/2006;Chiclayo;2022-09-05;Bronce
C02307;Nerea Olimpia Robles Prada;F;1993-11-09;Huancayo;13/09/2021;Plata
C02308;Tamara del Yáñez;F;13/06/1958;Los Olivos;20/06/2023;Plata
C02309;Nicanor Amigó;M;29/09/1967;Surco;24/05/2022;Bronce
C02310;Ariel Manzano Revilla;F;1998-03-16;Chiclayo;03/02/2025;Bronce
C02311;Felisa Núñez Ortuño;F;2007-02-18;Arequipa;23/09/2022;Plata
C02312;Ruben de Morata;M;1980-05-02;Arequipa;19/05/2026;Bronce
C02313;Rodrigo Cueto Gallart;M;19/07/1985;Piura;2025-10-02;Bronce
C02314;Raimundo Quero Olivé;M;12/02/1997;Huancayo;09/05/2022;Bronce
C02315;Tiburcio de Múgica;M;20 de October de 1974;;26/02/2024;Plata
C02316;Federico Maza Cadenas;M;16/01/2004;Chiclayo;13/12/2021;Bronce
C02317;Faustino Valencia;M;04/10/1989;San Isidro;24/03/2025;Bronce
C02318;Dulce Torralba Orozco;F;12/01/1974;Arequipa;29 de August de 2023;Plata
C02319;René Cuervo Domingo;M;16/04/1973;Trujillo;2022-01-20;Oro
C02320;Fabián Wálter Velasco Marti;M;1995-11-10;Ate;2024-02-26;Bronce
C02321;María Pilar Benitez;F;1966-11-02;Cusco;2021-12-13;Plata
C02322;Zacarías Urbano Quiroga Lago;M;02/02/1964;Trujillo;2023-03-07;Bronce
C02323;Heliodoro Cañas Plaza;M;1961-11-24;Chiclayo;2026-03-18;Oro
C02324;María Luisa Blanca Morante;F;2008-06-23;Arequipa;2023-09-07;Plata
C02325;Delfina Cortina Llanos;F;17/11/1957;Cusco;11/08/2022;Plata
C02326;Donato Gonzalez Sacristán;M;1990-03-13;San Isidro;2022-07-27;Plata
C02327;Eusebio Hervás Almansa;M;2001-02-05;La Molina;2023-11-19;Bronce
C02328;Herminia de Revilla;F;1966-03-08;San Miguel;2024-01-21;Bronce
C02329;Mauricio Pombo;M;1995-05-05;San Miguel;2024-12-25;Plata
C02330;Rosaura Lago Rosado;F;05/10/1975;Piura;07/12/2025;Bronce
C02331;Esther Palau Benítez;F;2006-04-30;Ate;02 de March de 2022;Bronce
C02332;Rosalinda Castells Bárcena;F;2007-07-09;Arequipa;2025-05-13;Plata
C02333;Paulino Tamarit-Mir;M;16/12/1961;Chiclayo;2025-07-27;Bronce
C02334;Plácido Olivé Goicoechea;M;13/09/1980;San Miguel;30/04/2024;Plata
C02335;Jimena Río Valencia;F;30/03/1987;Chiclayo;28/10/2021;Bronce
C02336;Ainoa Sanabria Barceló;F;2003-02-02;Chiclayo;2023-11-07;Bronce
C02337;Ana Belén Pablo Bas;F;25/02/2006;Huancayo;12/11/2022;Bronce
C02338;Vidal Amorós Tudela;M;1978-11-29;San Miguel;2025-04-07;Bronce
C02339;Hector Garrido Sans;M;14 de August de 1972;Arequipa;07/12/2024;Bronce
C02340;Eusebia Guerrero Verdejo;F;17/09/2005;Huancayo;20/03/2022;Plata
C02341;Noé Miranda-Agudo;M;29 de December de 2006;Piura;2021-10-07;Bronce
C02342;Maristela Carretero Belda;F;05/06/1988;Piura;11/02/2024;Bronce
C02343;Quique Ferreras Ibarra;M;16/06/2007;Piura;2025-04-24;Bronce
C02344;Silvestre Escudero Andreu;M;1990-04-11;Callao;10/12/2023;Bronce
C02345;Fito Borrell Burgos;M;15/09/2005;Callao;2024-04-30;Plata
C02346;Samuel Ramón;M;02/05/1976;Miraflores;03/11/2023;Plata
C02347;Casandra Báez Merino;F;23/12/1974;Los Olivos;25 de December de 2024;Plata
C02348;Leticia Botella Espinosa;F;1970-01-20;Piura;29/06/2022;Bronce
C02349;Moisés Bilbao Nicolás;M;31/12/1979;Callao;2021-12-19;Bronce
C02350;Ainara Barrera Barranco;F;1992-01-04;;2021-12-22;Bronce
C02351;Lucía Alberola Acuña;F;1973-07-03;Callao;2023-01-05;Bronce
C02352;Lope Glauco Baños Duque;M;1966-04-23;;23/07/2024;Bronce
C02353;Lupe Gil Ojeda;F;1961-07-20;La Molina;2024-11-12;Plata
C02354;Marcelo Perelló Elorza;M;2002-11-11;La Molina;24/12/2024;Bronce
C02355;Lilia Comas Salgado;F;01/02/1958;Los Olivos;11 de September de 2021;Bronce
C02356;Vicente Carreño-Mesa;M;16 de February de 2005;La Molina;2022-01-13;Bronce
C02357;Manolo Villegas Diego;M;2003-04-27;Piura;15/12/2023;Bronce
C02358;Casemiro Mariano Navas Sanz;M;17/10/2004;Callao;2024-03-14;Bronce
C02359;Ruben Samper;M;2005-08-05;San Miguel;17/10/2024;Oro
C02360;Evelia Hoz Pavón;F;1963-11-11;San Isidro;25/03/2026;Bronce
C02361;Ciríaco del Arnaiz;M;21/02/1975;Callao;2026-01-06;Bronce
C02362;Santiago de Vizcaíno;M;28/03/1961;Miraflores;22/09/2024;Bronce
C02363;Lope Vélez-Prado;M;13/11/1995;Callao;2024-09-01;Plata
C02364;Estrella Cerdá Samper;F;1996-03-17;Trujillo;12/12/2022;Bronce
C02365;Heriberto Rozas;M;12/02/1976;Callao;2023-12-02;Plata
C02366;Aránzazu del Tomé;F;17/03/1988;San Isidro;2023-01-04;Bronce
C02367;Rogelio Ballesteros Álamo;M;25 de September de 1999;Trujillo;06 de June de 2022;Plata
C02368;Fabio Durán Mir;M;1994-12-12;Cusco;19/02/2024;Bronce
C02369;Encarnacion Plaza Fabra;F;19/10/1974;Arequipa;2024-02-25;Plata
C02370;Pepita Verdugo;F;03/10/1983;Miraflores;2022-05-20;Plata
C02371;Nieves Arribas Garmendia;F;21/08/1961;Ate;07 de March de 2026;Plata
C02372;Pelayo Montero Beltran;M;20/08/1993;Piura;2023-12-11;Bronce
C02373;Miguel Mariano Alcántara Arrieta;M;15/06/2004;Trujillo;2022-07-09;Bronce
C02374;Ángela Manrique Acuña;F;15/07/2003;La Molina;2024-10-01;Bronce
C02375;Chus Porta Gracia;M;03/11/1975;;2025-08-17;Bronce
C02376;Casemiro Cifuentes Hoz;M;02/11/1988;La Molina;2022-10-10;Oro
C02377;Noé Menendez;M;1967-03-01;Trujillo;29/10/2025;Bronce
C02378;Hernando Agustín Ricart;M;01/05/1999;Callao;12/05/2023;Bronce
C02379;Salomé Torrents Izaguirre;F;18/09/1987;Surco;02/08/2024;Plata
C02380;Alondra Sanchez;F;19/03/1963;Miraflores;2024-11-24;Plata
C02381;Merche Carbó Carlos;F;09 de October de 1964;;2025-05-25;Bronce
C02382;Casandra Morán Diego;F;2005-07-27;Comas;2022-10-07;Bronce
C02383;Erasmo Macías;M;25/04/1971;Piura;2024-04-23;Bronce
C02384;Ricardo Carreras Prat;M;19 de April de 1999;Callao;2025-11-08;Bronce
C02385;Manu Valenciano Font;F;13/02/1963;San Isidro;28/05/2026;Bronce
C02386;Julia de Cantón;F;1968-05-25;Surco;2025-08-09;Plata
C02387;Anna Bauzà Herranz;F;1979-03-06;San Isidro;01/05/2023;Bronce
C02388;Ismael Armengol Vara;M;18/05/1996;Cusco;2022-06-08;Plata
C02389;Paola Monreal Arranz;F;1986-01-31;Los Olivos;2026-03-04;Plata
C02390;Tito Iglesia Echevarría;M;18 de September de 1974;Miraflores;2022-06-29;Black
C02391;Genoveva Pinto Coronado;F;2005-09-28;Arequipa;2023-12-29;Bronce
C02392;Catalina Ferreras Narváez;F;1990-09-21;Cusco;31/08/2023;Plata
C02393;Anastasia de Álvaro;F;23 de June de 1971;Surco;2022-04-19;Oro
C02394;Ester Barberá-Cantón;F;12 de February de 1992;Callao;2023-07-10;Plata
C02395;Adriana Doménech-Montoya;F;08 de October de 1975;Callao;18/03/2022;Bronce
C02396;Octavio Guillen Aguado;M;1976-05-01;Miraflores;10 de April de 2024;Bronce
C02397;Rebeca Carretero;F;26/01/2001;;2025-04-03;Black
C02398;Lope Benavent Aller;M;1990-04-01;Arequipa;26/12/2025;Plata
C02399;Mireia Gabriela Lumbreras Pombo;F;22/11/1979;Cusco;2025-03-09;Plata
C02400;Mariano del Ochoa;M;2007-06-22;Callao;21/08/2024;Plata
C02401;Ágata de Santos;F;27/05/1984;;2023-04-12;Plata
C02402;Eloísa Díaz Pont;F;17/06/2008;San Isidro;2025-11-04;Bronce
C02403;Pepita Almansa Rosales;F;1998-05-23;Trujillo;19/03/2022;Oro
C02404;Hernán de Quesada;M;1963-01-04;Trujillo;2024-08-02;Oro
C02405;Hermenegildo Robledo Rios;M;16/06/1980;Huancayo;24/09/2023;Bronce
C02406;Jesús Parra;M;27/01/1974;Arequipa;2024-10-11;Bronce
C02407;Paloma Fuster Hoyos;F;1967-10-16;Huancayo;12/06/2022;Oro
C02408;Ulises Parra Sierra;M;1985-01-05;Surco;2025-04-06;Oro
C02409;Glauco Melero;M;1967-08-12;Ate;14/03/2022;Bronce
C02410;Kike Santamaria Mas;M;2003-07-20;Chiclayo;2026-03-17;Oro
C02411;Hilario Amancio Flores Gaya;M;25/01/1974;;2025-11-19;Bronce
C02412;Juan Rosales;M;1965-11-19;Surco;08/09/2023;Bronce
C02413;Gabriela Dueñas Llano;F;28/08/2007;Miraflores;08/11/2024;Bronce
C02414;Miguela Quesada Figuerola;F;05/05/1964;Comas;2023-01-23;Black
C02415;Toño Castrillo Torrecilla;M;13/12/1972;Comas;04/02/2026;Bronce
C02416;Luisa Paulina Aranda Caballero;F;05/06/1997;Chiclayo;05/12/2021;Bronce
C02417;Águeda Baena Muñoz;F;03 de November de 2000;Cusco;17 de January de 2023;Plata
C02418;Cosme Contreras Garcés;M;02/07/1972;Miraflores;2021-10-30;Plata
C02419;Yéssica Estela Salom Taboada;F;12/02/1974;Piura;14/05/2022;Bronce
C02420;Armida Cuesta Cornejo;F;30/12/1964;Los Olivos;01 de February de 2022;Bronce
C02421;Guadalupe Candela Soria Lucas;F;20/05/1992;Surco;13/12/2025;Oro
C02422;Narcisa Collado Salgado;F;22/07/1961;Callao;12 de September de 2021;Bronce
C02423;Juana Pinilla;F;1981-04-21;Huancayo;12/04/2025;Plata
C02424;Omar Sebastian Pareja Sainz;M;03 de December de 1986;Surco;26/05/2022;Oro
C02425;Jose Luis Núñez Nicolás;M;15/11/2007;Chiclayo;13/11/2025;Bronce
C02426;Carmen Cepeda Marín;F;24/09/1991;Comas;06 de January de 2026;Bronce
C02427;Ruperto Figueras Montes;M;17/09/1971;San Miguel;28/05/2025;Bronce
C02428;Felicidad Uría Alcázar;F;1988-11-04;Ate;29/05/2024;Bronce
C02429;Germán Iriarte Fernandez;M;16/03/1983;San Isidro;03 de May de 2026;Bronce
C02430;Laura Montalbán Diaz;F;20/03/1959;Miraflores;06/09/2022;Plata
C02431;Dorotea Sanchez Roselló;F;22/01/1974;Arequipa;06/11/2022;Bronce
C02432;Mónica de Méndez;F;04/03/1985;Trujillo;2022-02-23;Oro
C02433;Adelina Paulina Aliaga Mate;F;20/04/1976;Surco;2025-12-15;Plata
C02434;Gala Araujo;F;1992-08-29;Miraflores;2022-11-01;Bronce
C02435;Florencio Pedraza;M;1998-04-09;Ate;2025-09-14;Bronce
C02436;Griselda Nogués;F;23 de May de 1963;Ate;2023-03-18;Plata
C02437;Mamen Ferrando Torrijos;F;1971-02-25;Miraflores;2021-11-30;Plata
C02438;Ángel de Montalbán;M;2001-04-21;San Isidro;2025-11-29;Black
C02439;Ruperta Castells Campo;F;1969-02-21;Comas;2022-05-18;Plata
C02440;Carmelo Gálvez Bonet;M;02 de June de 2001;Miraflores;21 de July de 2021;Bronce
C02441;Rafa Nogueira Bejarano;M;19 de August de 1964;Cusco;02/08/2024;Oro
C02442;Maximiano del Camacho;M;11/05/1988;Surco;2021-10-12;Bronce
C02443;Cornelio Bertrán Estevez;M;11/04/1961;La Molina;09 de March de 2026;Bronce
C02444;Iris Guijarro Gallo;F;09 de February de 1959;Huancayo;23/11/2021;Plata
C02445;Maura Ávila Fernández;F;1981-04-06;Ate;2022-06-23;Bronce
C02446;Marciano de Somoza;M;27/06/1971;Los Olivos;2024-10-31;Bronce
C02447;Ismael Esteban Vera;M;1956-11-02;Ate;16/05/2022;Bronce
C02448;Eleuterio Cobo Fajardo;M;1992-11-26;Los Olivos;18/12/2024;Bronce
C02449;Cecilia Exposito Montoya;F;1995-11-01;;17/08/2022;Plata
C02450;Mercedes Martin;F;1987-10-15;Los Olivos;31/12/2023;Bronce
C02451;Concha Roldan Iglesia;F;19/05/1999;Ate;14 de February de 2025;Bronce
C02452;Abraham Infante-Lucena;M;24/09/1995;La Molina;28 de October de 2021;Bronce
C02453;Leire Núñez Barrena;F;27 de September de 1988;San Miguel;2025-07-12;Plata
C02454;Nereida Salmerón Albero;F;2007-04-27;Trujillo;28 de October de 2024;Bronce
C02455;Marita Pardo Bastida;F;08 de February de 1986;San Miguel;2025-01-30;Bronce
C02456;Javiera Palma Tenorio;F;09/10/1975;Huancayo;25/12/2022;Bronce
C02457;Estefanía de Gracia;F;1987-01-16;Cusco;2021-09-18;Bronce
C02458;Hernando Sola Serrano;M;17 de May de 1973;Surco;2025-06-03;Plata
C02459;Jesús Sobrino;M;1980-01-08;Los Olivos;2022-03-16;Bronce
C02460;Hugo Amat;M;02/12/2001;Cusco;20/05/2025;Plata
C02461;Trinidad Company;M;11/04/1977;San Miguel;29/07/2021;Bronce
C02462;Bárbara Espejo Gaya;F;1961-06-10;Arequipa;2023-06-07;Bronce
C02463;Elba Navas Figuerola;F;20/08/1957;Callao;08/06/2023;Bronce
C02464;Saturnina Lobato Goñi;F;21/05/1966;Comas;2024-06-28;Oro
C02465;Inocencio del Cuesta;M;06/11/1981;Miraflores;2024-10-12;Bronce
C02466;Balduino Bautista Morales;M;21/03/1993;Callao;30/06/2024;Oro
C02467;Desiderio Villena Urrutia;M;1998-04-18;Trujillo;22/07/2023;Bronce
C02468;Encarnita Cuadrado Nevado;F;16/04/1989;Trujillo;14/11/2024;Plata
C02469;Mariano Carro;M;1987-08-30;Los Olivos;2024-02-10;Bronce
C02470;Paola Perea Castellanos;F;22/09/1975;Comas;2026-04-12;Bronce
C02471;Agapito Salvador Pelayo;M;1978-03-11;Ate;2022-07-15;Bronce
C02472;Noemí Guillen Milla;F;1989-06-20;Arequipa;2025-12-10;Bronce
C02473;Roberta del Niño;F;10 de July de 1986;Huancayo;2023-02-18;Plata
C02474;Virgilio Castejón Montserrat;M;24/02/1997;Ate;27/04/2024;Bronce
C02475;Paulino Gálvez Ibañez;M;30/11/1981;Miraflores;2023-10-26;Bronce
C02476;Faustino Vicente Bustos;M;25/06/1976;Arequipa;27/03/2022;Plata
C02477;Apolinar Ángel Tudela;M;26/07/1980;La Molina;2025-12-08;Bronce
C02478;Anabel Sancho Porras;F;1996-12-07;Surco;2025-05-25;Bronce
C02479;Olivia Clemente Pascual;F;03/08/2000;Ate;18/10/2021;Bronce
C02480;Consuelo Acero Morán;F;1975-01-11;Cusco;23 de July de 2024;Black
C02481;Blanca Llamas-Montero;F;1981-09-17;Comas;19/01/2023;Plata
C02482;Chus Fabra-Carreño;F;1971-11-18;Ate;20/10/2021;Bronce
C02483;Juan Francisco Varela Lumbreras;M;01/06/1969;Los Olivos;2023-05-10;Bronce
C02484;Emma Julián Fuente;F;1964-01-01;Los Olivos;18 de August de 2021;Oro
C02485;Ani Pedrosa;F;07/09/1980;Ate;24 de December de 2025;Bronce
C02486;Jacinto Piña Crespo;M;1987-05-22;Cusco;2025-03-27;Bronce
C02487;Eli Sarmiento Llorente;F;17/10/1966;Trujillo;2024-06-27;Plata
C02488;Candelas Castells Moraleda;F;23/03/2006;Callao;2022-02-11;Bronce
C02489;Mamen Tejada Peinado;F;18/11/1963;Chiclayo;06/08/2025;Plata
C02490;Malena Amigó;F;17 de March de 1989;La Molina;07/09/2024;Bronce
C02491;Carmina Morera;F;21/05/1988;;2025-03-31;Bronce
C02492;Etelvina Ariza Vidal;F;1959-06-01;Ate;2025-01-12;Bronce
C02493;Jose Ramón Bartolomé Bayo;M;1963-10-14;Huancayo;2022-01-03;Plata
C02494;Oriana Gutierrez Briones;F;01/10/1995;Ate;2026-04-16;Bronce
C02495;Anita Rey Nuñez;F;21 de July de 1995;Trujillo;2023-12-05;Plata
C02496;Américo Zamorano-Rico;M;18/11/1989;;15/06/2023;Plata
C02497;Leocadio Borrás Galan;M;1979-10-30;Miraflores;2022-01-27;Bronce
C02498;Danilo Heras Barbero;M;1990-01-13;Surco;2024-04-01;Bronce
C02499;Milagros Gomis Tejero;F;1958-09-18;La Molina;2022-08-01;Black
C02500;Carmelo Cervantes Valle;M;13/02/1973;Huancayo;31/05/2023;Bronce
C02501;Agapito Viana;M;25/04/1996;Surco;2023-12-05;Bronce
C02502;Malena Bayo;F;1958-08-06;La Molina;28/05/2024;Oro
C02503;Darío Tur Aguilar;M;04/09/1974;Huancayo;2021-11-25;Bronce
C02504;Liliana Córdoba Puerta;F;29/07/1967;Trujillo;22 de February de 2024;Bronce
C02505;Epifanio Eliseo Perelló Vicente;M;1976-09-14;Comas;2025-08-12;Bronce
C02506;Eduardo Florencio Ferrán Morillo;M;14/03/2003;Surco;2023-06-09;Bronce
C02507;Jaime Andres Salinas;M;19/11/1987;Surco;16/09/2024;Plata
C02508;Regina Ramirez-Fuentes;F;1966-02-13;San Isidro;16/09/2021;Bronce
C02509;Perlita Fuster Folch;F;1996-01-06;San Isidro;15 de February de 2025;Plata
C02510;Serafina Gargallo Mateos;F;11/04/1975;La Molina;09/10/2021;Bronce
C02511;Loreto Iniesta Gaya;M;31/01/1983;;11/01/2023;Plata
C02512;Severino Escrivá Múgica;M;1967-03-29;La Molina;01/03/2026;Bronce
C02513;Plácido Morán;M;26/04/1980;Arequipa;06/06/2023;Bronce
C02514;Águeda Tur Tenorio;F;02/09/1985;San Miguel;2022-11-28;Oro
C02515;Antonio Campo Abad;M;05/11/2000;Cusco;20/07/2024;Black
C02516;Eli Abad Mateos;F;1979-08-26;Ate;2025-02-02;Oro
C02517;Atilio Baeza Pedro;M;1967-09-15;Chiclayo;2022-06-11;Oro
C02518;Raimundo Peralta;M;1960-06-19;Chiclayo;24/07/2023;Bronce
C02519;Eustaquio Arana Carretero;M;19/03/1972;San Miguel;19/10/2022;Plata
C02520;Azeneth Anglada Tamayo;F;02/08/1965;Piura;2022-01-22;Black
C02521;Jessica Llano León;F;06 de September de 1957;Huancayo;2024-04-11;Plata
C02522;Patricia Coronado Garriga;F;1959-11-24;Ate;03/11/2024;Plata
C02523;Alma Valencia Rosell;F;09/09/1999;San Isidro;15 de July de 2023;Oro
C02524;Maricruz Arregui Barroso;F;25/05/2006;Arequipa;25 de October de 2025;Plata
C02525;Pacífica Tello Franco;F;1998-03-17;San Miguel;2021-08-16;Oro
C02526;Trini Fabra Guitart;F;1992-05-15;Piura;2025-06-29;Plata
C02527;Trinidad Rozas Torres;F;08/09/1997;Miraflores;09/01/2025;Plata
C02528;Eloísa Pascual Borrego;F;1987-08-10;Ate;2023-10-01;Plata
C02529;Macaria de Perea;F;03/10/1990;La Molina;02/05/2023;Oro
C02530;Luz Coello-Montes;F;26/09/1994;Los Olivos;2023-03-19;Plata
C02531;Marisa Querol Perales;F;25/10/1980;Piura;2023-03-20;Plata
C02532;Brunilda Urrutia Raya;F;31/03/1975;Piura;18 de August de 2023;Bronce
C02533;Dolores Vicenta Cervantes Méndez;F;04/08/2004;San Isidro;05/09/2024;Bronce
C02534;Primitiva de Arnau;F;14/05/1974;Huancayo;2026-01-09;Plata
C02535;María Belén Noguera Cuervo;F;06/10/2000;La Molina;29/04/2024;Bronce
C02536;Sara Prieto Bilbao;F;1999-04-29;;2025-11-02;Plata
C02537;Lalo Arnaiz-Vizcaíno;M;1961-11-27;Huancayo;2021-07-11;Oro
C02538;Natalia Cózar-González;F;28/01/1992;Chiclayo;2025-05-19;Bronce
C02539;Bautista del Perea;M;10/01/1985;Huancayo;2023-06-13;Plata
C02540;Constanza Ortega;F;01/07/1995;Huancayo;2024-11-20;Plata
C02541;Daniel Santiago Cortés;M;1999-11-22;Trujillo;28/11/2025;Plata
C02542;Otilia Abascal Vargas;F;07/02/1998;Chiclayo;2023-12-10;Bronce
C02543;Nélida Medina Herranz;F;1995-10-23;Los Olivos;30/12/2022;Oro
C02544;Macarena Bárcena Feijoo;F;24/09/1957;San Miguel;28/08/2021;Bronce
C02545;Claudia Estevez Bellido;F;1959-12-30;Surco;2023-09-25;Plata
C02546;Ileana Pallarès Quintana;F;1957-01-21;Trujillo;11/06/2024;Oro
C02547;Gala Perera Galindo;F;21/04/1972;Trujillo;20/07/2024;Bronce
C02548;Maximino de Tur;M;24/04/2007;Comas;19/12/2023;Plata
C02549;Albino Jaume Sáenz;M;2001-04-15;San Miguel;2023-05-24;Black
C02550;Rogelio Cabañas-Rocamora;M;24 de April de 1992;Miraflores;2024-07-22;Bronce
C02551;Noa Trujillo Amores;F;07/04/1976;Los Olivos;2026-03-30;Oro
C02552;Juanita Iniesta Briones;F;1960-10-27;San Miguel;2025-01-25;Bronce
C02553;Javi Pino Navas;M;1969-01-22;Surco;2026-05-07;Plata
C02554;Felix Menendez Sanmiguel;M;09/10/1967;Chiclayo;11/07/2023;Bronce
C02555;Octavio Castellanos Anaya;M;25/02/2005;Ate;2023-09-10;Bronce
C02556;Cipriano Sierra-Llobet;M;03/10/1992;;01/06/2023;Bronce
C02557;Montserrat Atienza-Isern;F;1986-12-17;Callao;09/12/2024;Bronce
C02558;Carmelita del Marcos;F;21/11/2000;Trujillo;2021-09-13;Plata
C02559;Fito Ignacio Canals Cortina;M;14/11/2006;Comas;19 de November de 2021;Bronce
C02560;Jose Carlos de Adán;M;24/08/1976;Cusco;02/03/2025;Plata
C02561;Reina Peñas Arranz;F;23/03/1972;San Miguel;09 de August de 2022;Bronce
C02562;Sonia Leire Granados Sales;F;1998-07-18;La Molina;03/03/2026;Bronce
C02563;Aureliano Córdoba Chaparro;M;17/05/1963;Trujillo;2026-04-27;Bronce
C02564;Lope Albano Ríos Valderrama;M;1975-07-29;;2024-12-10;Bronce
C02565;Olga Zapata Pedrosa;F;08/07/1989;Los Olivos;2022-01-11;Bronce
C02566;Ale del Rubio;M;26/06/1985;Cusco;01 de August de 2023;Plata
C02567;Antonia Jódar Pallarès;F;1981-03-10;San Isidro;01 de January de 2024;Bronce
C02568;Wilfredo Cervantes Carrillo;M;06/10/1957;Comas;06/12/2021;Plata
C02569;Natalia Ferrándiz Salmerón;F;1990-10-27;Trujillo;2024-03-11;Plata
C02570;Eleuterio Tejedor-Batlle;M;28/12/2006;Ate;25/09/2024;Bronce
C02571;Haydée Azahar Ariño Guerra;F;14/01/1967;San Miguel;2022-12-25;Bronce
C02572;Adelina Peral;F;18/08/1959;San Isidro;20 de May de 2025;Bronce
C02573;Luciana Larrañaga Agullo;F;1972-04-13;Callao;01/07/2025;Bronce
C02574;Édgar Hervás Tenorio;M;03/03/1998;Comas;08/06/2022;Plata
C02575;Judith del Gargallo;F;29/08/1961;San Isidro;31/05/2023;Bronce
C02576;Timoteo Belda-Coll;M;1991-03-13;Ate;22/09/2025;Plata
C02577;Teodora Bayo Tejedor;F;1983-03-16;Arequipa;2026-05-13;Oro
C02578;Celestino Duilio Reyes Pardo;M;2005-04-06;Chiclayo;30/07/2025;Bronce
C02579;América Rosales;F;1958-09-28;La Molina;2023-01-30;Bronce
C02580;Alberto Fernández;M;1991-06-08;Arequipa;2026-01-31;Plata
C02581;Javiera Gomila;F;08/06/1995;Miraflores;17/02/2022;Bronce
C02582;Rosa Liliana Ramos Criado;F;1969-01-21;San Miguel;2024-01-26;Plata
C02583;Rolando de Roselló;M;12/09/1987;;23 de July de 2023;Plata
C02584;Anselma Coello-Ariño;F;1975-09-21;Ate;2023-06-10;Plata
C02585;Mirta del Mateos;F;30 de December de 1999;Surco;25/06/2024;Plata
C02586;Tania Soriano Vidal;F;15 de November de 1981;Cusco;26/03/2025;Plata
C02587;Ovidio Lino Cervantes Soria;M;1974-01-13;Los Olivos;27/11/2024;Plata
C02588;Juan Pablo Villanueva Barros;M;1969-08-04;La Molina;28/10/2022;Oro
C02589;Trinidad Malo Vilanova;F;1968-05-10;Miraflores;2026-01-24;Black
C02590;Wilfredo Heras Feijoo;M;18/08/1974;Trujillo;2023-01-05;Bronce
C02591;Lorenza Reina Lopez;F;1970-03-26;Chiclayo;2023-08-04;Bronce
C02592;Rebeca Chaparro Marquez;F;1966-05-22;Cusco;17/11/2024;Bronce
C02593;Leonel Montesinos-Fuente;M;1998-01-02;San Isidro;14 de May de 2024;Oro
C02594;Benigno Manuel Huerta;M;1967-03-17;Comas;23/05/2025;Black
C02595;Ciriaco Valdés Perera;M;13/04/1969;Chiclayo;21/11/2023;Plata
C02596;Úrsula Segovia Noguera;F;1964-02-13;La Molina;26/06/2024;Black
C02597;Beatriz Peñas Pozuelo;F;05/09/1956;Trujillo;2022-06-08;Oro
C02598;Áurea Uría Sanz;F;10/02/2005;Trujillo;19/03/2024;Oro
C02599;Lina Rivero Flor;F;29 de April de 1970;Trujillo;02/05/2026;Bronce
C02600;Martirio de Tamayo;F;1979-03-29;Comas;2023-01-17;Plata
C02601;Cipriano Casado Pardo;M;13/01/1996;San Isidro;25 de May de 2026;Plata
C02602;Teo Becerra Lobato;M;05/02/1962;San Miguel;20/02/2024;Plata
C02603;Rita Báez Rocha;F;01/03/1967;Chiclayo;21/11/2025;Bronce
C02604;Amor Adelardo Cantón Nebot;M;21/04/2007;Huancayo;2025-01-17;Plata
C02605;Ildefonso Hernandez Gual;M;1967-12-21;Miraflores;2024-06-22;Bronce
C02606;Leoncio Otero Guzmán;M;1964-05-25;Surco;25 de March de 2024;Bronce
C02607;Rafaela Gimeno Duarte;F;28/05/1998;Trujillo;2025-07-25;Plata
C02608;Macarena Alemany Cueto;F;1961-04-01;Arequipa;2025-02-23;Bronce
C02609;Sandalio Torre Casanovas;M;26/06/1961;La Molina;2025-08-31;Bronce
C02610;Dalila Segura Daza;F;19/11/2002;Comas;07/01/2026;Bronce
C02611;Balduino Acero Haro;M;1991-05-29;Surco;2023-08-25;Bronce
C02612;Susana Gabriela Salmerón García;F;1968-07-31;San Miguel;2025-09-03;Bronce
C02613;Olivia Saldaña;F;1979-07-09;Comas;2025-02-21;Plata
C02614;Susanita Pinto;F;15/09/1957;Huancayo;2025-04-08;Bronce
C02615;Vera Tur Rueda;F;1997-07-25;Comas;2024-01-31;Plata
C02616;Ainara Valera Vera;F;09 de July de 1988;San Isidro;18/08/2025;Plata
C02617;Cristian Gilberto Cobos Berenguer;M;04/10/1987;Surco;10/12/2024;Oro
C02618;Carla Quintero;F;13/04/1967;La Molina;19/01/2023;Bronce
C02619;Emigdio Ibarra;M;1993-09-07;Huancayo;04/12/2025;Plata
C02620;Marcelo Soria;M;2006-06-17;Miraflores;18/11/2024;Bronce
C02621;Domingo Mohamed Barón Santamaria;M;02 de August de 1993;Los Olivos;12/08/2021;Oro
C02622;Fabiola Fernanda Piquer Almagro;F;14/01/1982;La Molina;25/01/2025;Bronce
C02623;Anunciación Ruiz;F;1969-10-06;Comas;18/08/2022;Bronce
C02624;Xavier Juan Tejero;M;23/09/1964;;01/08/2022;Bronce
C02625;Mireia Lorena Ferrán Arce;F;2007-06-04;Ate;20/04/2023;Bronce
